,Powerplant Name,gppd_idnr,Capacity (MW),Primary Fuel,Owner,Source,distance_to_water_km,Longitude,Latitude
0,Kajaki Hydroelectric Power Plant Afghanistan,GEODB0040538,33.0,Hydro,,GEODB,1.2759076102894271,65.119,32.322
1,Mahipar Hydroelectric Power Plant Afghanistan,GEODB0040541,66.0,Hydro,,GEODB,90.08608524003652,69.4787,34.556
2,Naghlu Dam Hydroelectric Power Plant Afghanistan,GEODB0040534,100.0,Hydro,,GEODB,111.96883783365246,69.717,34.641
3,Nangarhar (Darunta) Hydroelectric Power Plant Afghanistan,GEODB0040536,11.55,Hydro,,GEODB,170.94772020701015,70.3633,34.4847
4,Northwest Kabul Power Plant Afghanistan,GEODB0040540,42.0,Gas,,GEODB,56.81983666068138,69.1134,34.5638
5,Pul-e-Khumri Hydroelectric Power Plant Afghanistan,GEODB0040537,6.0,Hydro,,GEODB,125.4609140859116,68.71,35.9416
6,Sarobi Dam Hydroelectric Power Plant Afghanistan,GEODB0040535,22.0,Hydro,,GEODB,117.09336888846038,69.7757,34.5865
7,Bistrica 1,WRI1002169,27.0,Hydro,,Energy Charter Secretariat,12.197493242187448,20.1047,39.9116
8,Fierza,WRI1002170,500.0,Hydro,,Energy Charter Secretariat,0.274026743585134,20.0431,42.2514
9,Koman,WRI1002171,600.0,Hydro,,Energy Charter Secretariat,0.8238866808014222,19.8224,42.1033
10,Lanabregas,WRI1002172,5.0,Hydro,,Energy Charter Secretariat,41.19059115713833,19.8964,41.3428
11,Shkopet,WRI1002173,24.0,Hydro,,Energy Charter Secretariat,18.758825764325486,19.8305,41.6796
12,Ulez,WRI1002174,25.0,Hydro,,Energy Charter Secretariat,23.31149845636229,19.8936,41.6796
13,Vau i Dijes,WRI1002175,250.0,Hydro,,Energy Charter Secretariat,1.307114814748377,19.6359,42.0137
14,Vlora,WRI1002176,98.0,Other,,Energy Charter Secretariat,5.907029608135094,19.434,40.4874
15,Ain Djasser,WRI1023776,520.0,Gas,SociÃ©te AlgÃ©rienne de Production de l\'ElectricitÃ©,Arab Union of Electricity,113.56942035778872,6.0262,35.8665
16,Annaba,WRI1023795,71.0,Gas,SociÃ©tÃ© AlgÃ©rienne de Production de lâ€™ElectricitÃ© (SPE),Arab Union of Electricity,0.0,7.7634,36.8924
17,Arbaa,WRI1023777,560.0,Gas,Sonelgaz,Arab Union of Electricity,20.31274209117679,3.1375,36.5988
18,Boufarik 1,WRI1023792,100.0,Gas,,Arab Union of Electricity,18.76212415240268,2.9223,36.5914
19,Boufarik 2,WRI1023793,450.0,Gas,,Arab Union of Electricity,17.757039194773267,2.878,36.596
20,Boutelilis,WRI1023781,450.0,Gas,,Arab Union of Electricity,21.226366275347104,-0.9386,35.5658
21,F'Krina,WRI1023785,292.0,Gas,Sonelgaz Production de lâ€™Electricite,Arab Union of Electricity,129.71185778720263,7.3619,35.7666
22,Hadjret Ennous,WRI1023768,1200.0,Gas,Sharikat Kahraba Hadjret En-Nouss,Arab Union of Electricity,10.689265949413905,2.0797,36.5767
23,Hamma 2,WRI1023783,418.0,Gas,Sonelgaz Production de lâ€™Electricite,Arab Union of Electricity,3.021784647223251,3.0823,36.7489
24,Hassi Messaoud Mobile,WRI1023796,72.0,Gas,Sonelgaz Production de l'Electricite,Arab Union of Electricity,463.90138725871566,6.0531,31.6703
25,Hassi Messoud,WRI1023779,600.0,Gas,Sonelgaz Production de l'Electricite,Arab Union of Electricity,463.90138725871566,6.0531,31.6703
26,Hassi Messoud Nord 2,WRI1023790,200.0,Gas,Sonelgaz Production de l'Electricite,Arab Union of Electricity,457.2485932030564,6.0517,31.7877
27,Hassi Messoud Ouest,WRI1023799,492.0,Gas,Sonelgaz Production de l'Electricite,Arab Union of Electricity,461.02802748646855,5.9924,31.8065
28,Ighil Emda,WRI1023798,24.0,Hydro,SAFEAGE,Arab Union of Electricity,27.51075639014531,5.2719,36.4739
29,Jijel,WRI1023775,588.0,Gas,,Arab Union of Electricity,13.529532729853226,5.876,36.8139
30,Kahrama IPP,WRI1023784,345.0,Gas,,Arab Union of Electricity,6.974396776712288,-0.2476,35.8064
31,Koudiet Eddraouch,WRI1023769,1200.0,Gas,Shariket Karhaba Koudiet Eddraouch SpA (SKD),Arab Union of Electricity,3.502470990957544,8.0778,36.885
32,Labreg,WRI1023815,396.0,Gas,,Arab Union of Electricity,274.8585785272713,6.9848,34.5056
33,Marsat,WRI1023772,840.0,Gas,,Arab Union of Electricity,8.628535403197768,-0.1924,35.8
34,Marsat TG,WRI1023789,184.0,Gas,Sonelgaz Production de lâ€™Electricite,Arab Union of Electricity,8.628535403197768,-0.1924,35.8
35,Msila 1,WRI1023773,980.0,Gas,Sonelgaz Production de lâ€™Electricite,Arab Union of Electricity,127.85512094730052,4.4804,35.7071
36,Ras Djinet,WRI1023774,672.0,Gas,,Arab Union of Electricity,0.0,3.6983,36.8509
37,Ravin Blanc,WRI1023791,73.0,Gas,,Arab Union of Electricity,10.913674399929086,-0.6319,35.7095
38,Relizane,WRI1023780,465.0,Gas,SociÃ©tÃ© AlgÃ©rienne de Production de lâ€™ElectricitÃ© (SPE),Arab Union of Electricity,47.035873529926896,0.5407,35.7835
39,SKB IPP,WRI1023778,484.0,Gas,Sonelgaz Production de l'Electricite,Arab Union of Electricity,69.01647414914744,2.9296,36.1399
40,SKS IPP SNC Lavalin,WRI1023771,815.0,Gas,Sharikat Kahraba Skikda (SKS - Skikda Power Co.)  SNC-Lavalin,Arab Union of Electricity,26.6498933511487,6.9366,36.8789
41,SPP1 Thermal,WRI1023797,150.0,Gas,Developed by SPP1  an Abener and New Energy Algeria (NEAL) a joint venture (between Sonatrach Sonelgaz and SIM),Arab Union of Electricity,426.7150938516754,3.238,32.9475
42,Skikda,WRI1023786,262.0,Gas,,Arab Union of Electricity,26.525542823799807,6.935,36.88
43,Terga,WRI1023770,1200.0,Gas,Shariket Kahraba Terga JSC,Arab Union of Electricity,22.234165613538195,-1.2295,35.4608
44,Tiaret,WRI1023782,300.0,Gas,,Arab Union of Electricity,128.30754395510593,1.3562,35.3396
45,Tilghemt 1,WRI1023787,200.0,Gas,SociÃ©tÃ© AlgÃ©rienne de Production de lâ€™ElectricitÃ© (SPE),Arab Union of Electricity,407.5295983361884,3.348,33.1319
46,Tilghemt 2,WRI1023788,600.0,Gas,,Arab Union of Electricity,407.1090251457414,3.3678,33.1377
47,Biopio,WRI1023002,22.8,Oil,,African Development Bank Group,37.17378902071362,13.7319,-12.4706
48,Biopio (hydro),WRI1023001,14.6,Hydro,,African Development Bank Group,37.17378902071362,13.7319,-12.4706
49,Cambambe,WRI1023003,180.0,Hydro,,African Development Bank Group,0.8908070104467404,14.4809,-9.7523
50,Capanda,WRI1023004,520.0,Hydro,,African Development Bank Group,0.1721469236240694,15.4672,-9.7955
51,Cazenga,WRI1023005,132.0,Gas,,African Development Bank Group,18.617037083696285,13.2344,-8.8383
52,Huambo,WRI1023006,16.26,Oil,,African Development Bank Group,56.56298948625794,15.75,-12.76
53,Lobito,WRI1023007,20.0,Gas,,African Development Bank Group,15.934751089918096,13.57,-12.37
54,Luanda Diesel,WRI1023008,58.0,Oil,,African Development Bank Group,18.617037083696285,13.2344,-8.8383
55,Luanda Refinery,WRI1023009,18.5,Oil,,African Development Bank Group,18.617037083696285,13.2344,-8.8383
56,Malongo,WRI1023010,10.0,Oil,,African Development Bank Group,12.220401129105818,12.2,-5.55
57,Matala,WRI1023011,40.0,Hydro,,African Development Bank Group,2.214462069611512,15.0333,-14.7333
58,Namibe,WRI1023012,11.68,Gas,,African Development Bank Group,17.899557340972407,12.1522,-15.1961
59,Rio Luachimo,WRI1023013,16.0,Hydro,,African Development Bank Group,68.0522262262814,20.85,-7.3
60,Xitoto,WRI1023014,11.34,Oil,,African Development Bank Group,36.48078774387587,15.0,-15.3333
61,McMurdo Station Generator,WRI1023843,6.6,Oil,,Antarctica Australia,0.0,166.6605,-77.847
62,Ross Island,WRI1022458,1.0,Wind,Meridian Energy,Meridian Energy,0.0,166.7271,-77.8428
63,AGUA DEL CAJON (AUTOGENERADOR DEL MEM),ARG0000231,479.2,Other,CAPEX SA,Ministerio de Energía y Minería,2.865012345993393,-68.3556,-38.9368
64,AGUA DEL CAJON (GENERADOR DEL MEM),ARG0000232,192.0,Gas,CAPEX SA,Ministerio de Energía y Minería,2.865012345993393,-68.3556,-38.9368
65,AGUA DEL TORO,ARG0000210,130.0,Hydro,HIDISA,Ministerio de Energía y Minería,148.52459860872565,-68.9892,-34.5792
66,ALICURA,ARG0000230,1050.0,Hydro,AES ARGENTINA GENERACION S.A.,Ministerio de Energía y Minería,0.8531689460148496,-70.7489,-40.58
67,ALMIRANTE BROWN,ARG0000156,25.0,Oil,C.T. ALMIRANTE BROWN SA,Ministerio de Energía y Minería,21.491322588068847,-58.4033,-34.8386
68,ALTO VALLE,ARG0000235,97.5,Gas,CT ALTO VALLE SA,Ministerio de Energía y Minería,1.1957978237769684,-68.0218,-38.9524
69,ALUMINE,ARG0000242,1.904,Oil,EPEN,Ministerio de Energía y Minería,42.20041284508244,-70.9157,-39.2145
70,ALVAREZ CONDARCO,ARG0000194,50.7,Hydro,CEMPPSA - HIDROCUYO SA,Ministerio de Energía y Minería,102.19146889693354,-69.0516,-33.0452
71,ARROYITO,ARG0000254,128.0,Hydro,H. EL CHOCON SA,Ministerio de Energía y Minería,1.380978429537582,-68.5982,-39.1009
72,ATUCHA I,ARG0000029,370.0,Nuclear,NASA,Ministerio de Energía y Minería,10.632867397851586,-59.2059,-33.967
73,ATUCHA II,ARG0000030,745.0,Nuclear,NASA,Ministerio de Energía y Minería,10.548453666181643,-59.2045,-33.9674
74,BANDERA,ARG0000328,31.0,Oil,ENARSA,Ministerio de Energía y Minería,89.5348241364395,-64.7847,-23.8219
75,BARILOCHE (PUERTO  MORENO),ARG0000266,5.736,Oil,COOPERATIVA DE ELECTRICIDAD BARILOCHE LTDA,Ministerio de Energía y Minería,0.6261043553670822,-71.4167,-41.1167
76,BENJAMIN REOLIN,ARG0000085,38.4,Hydro,EPEC,Ministerio de Energía y Minería,0.0145654632135137,-64.3233,-32.1883
77,BERNARDO  DE IRIGOYEN,ARG0000220,2.096,Oil,EMSA,Ministerio de Energía y Minería,65.00915935705439,-53.6469,-26.2545
78,C.T. RUFINO,ARG0000310,31.9,Oil,ENARSA,Ministerio de Energía y Minería,103.37989355906976,-62.7107,-34.2605
79,C.T. SAN VICENTE,ARG0000159,27.6,Oil,ENARSA,Ministerio de Energía y Minería,33.76354024668193,-58.4237,-35.0241
80,CAA CATI,ARG0000116,1.415,Oil,DPEC,Ministerio de Energía y Minería,26.80580754600944,-57.6205,-27.7534
81,CABRA CORRAL,ARG0000275,102.0,Hydro,AES ARGENTINA GENERACION S.A.,Ministerio de Energía y Minería,0.993493459384108,-65.3298,-25.2712
82,CACHEUTA (NUEVA),ARG0000195,120.0,Hydro,CEMPPSA - HIDROCUYO SA,Ministerio de Energía y Minería,102.28273835233064,-69.1109,-33.0291
83,CACHI,ARG0000277,1.07,Oil,AES ARGENTINA GENERACION S.A.,Ministerio de Energía y Minería,65.76726693828903,-66.2106,-25.1089
84,CAFAYATE,ARG0000278,4.182,Oil,AES ARGENTINA GENERACION S.A.,Ministerio de Energía y Minería,50.91525297384192,-65.9876,-26.0715
85,CAPITAL CATAMARCA - PREDIO CHOYA,ARG0000048,5.728,Oil,ENDESA COSTANERA,Ministerio de Energía y Minería,111.88462728665417,-65.7841,-28.4537
86,CAPITAL CATAMARCA - PREDIO EX CARCEL,ARG0000049,7.075,Oil,ENDESA COSTANERA,Ministerio de Energía y Minería,113.4700671712744,-65.7872,-28.4773
87,CAPITAL CATAMARCA - PREDIO RIPIERA,ARG0000050,4.675,Oil,ENDESA COSTANERA,Ministerio de Energía y Minería,112.25359214108006,-65.7797,-28.4684
88,CASA DE PIEDRA,ARG0000183,60.0,Hydro,ENTE CASA DE PIEDRA,Ministerio de Energía y Minería,0.1836862524767846,-67.1908,-38.2143
89,CASSAFFOUSTH,ARG0000086,17.28,Hydro,EPEC,Ministerio de Energía y Minería,50.72095905174528,-64.2006,-31.3992
90,CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,ARG0000031,620.0,Coal,PAMPA ENERGIA,Ministerio de Energía y Minería,2.797947760325698,-62.2536,-38.7872
91,CENTRAL LOMA DE LA LATA SA,ARG0000259,540.0,Gas,PAMPA ENERGIA,Ministerio de Energía y Minería,0.8925981514232718,-68.6048,-38.5127
92,CENTRAL PARQUE INDUSTRIAL LA BANDA,ARG0000319,11.228,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,12.189520021751845,-67.9463,-38.062
93,CENTRAL T.GENELBA,ARG0000165,673.6,Gas,PETROBRAS ENERGIA,Ministerio de Energía y Minería,48.34705240816244,-58.7334,-34.9027
94,CENTRAL T.GENELBA PLUS,ARG0000166,164.55,Gas,PETROBRAS ENERGIA,Ministerio de Energía y Minería,48.34705240816244,-58.7334,-34.9027
95,CENTRAL TERMICA BRIGADIER LOPEZ (ENARSA),ARG0000311,280.0,Gas,ENARSA,Ministerio de Energía y Minería,1.0401320101960856,-60.7811,-31.7112
96,CENTRAL TERMICA DE CICLO COMBINADO SALTA,ARG0000274,643.0,Gas,AES - TERMOANDES SA,Ministerio de Energía y Minería,26.85550326019714,-65.0513,-24.7456
97,CENTRAL TERMICA GÜEMES SA,ARG0000287,361.0,Coal,PAMPA ENERGIA,Ministerio de Energía y Minería,31.19461726311041,-65.0425,-24.6894
98,CENTRAL TERMICA LA BANDA,ARG0000330,32.0,Gas,GENERACION LA BANDA S.A. (GRUPO ALBANESI ),Ministerio de Energía y Minería,0.2766137712517963,-64.2655,-27.7528
99,CENTRAL TERMICA PIQUIRENDA SA,ARG0000284,30.44,Oil,EMDERSA GENERACION SALTA SA - PAMPA ENERGIA,Ministerio de Energía y Minería,72.75632497122925,-63.7664,-22.3497
100,CENTRAL TERMICA REMEDIOS DE ESCALADA,ARG0000155,25.0,Oil,AGGREKO ARGENTINA SRL,Ministerio de Energía y Minería,13.589044755650882,-58.3881,-34.7208
101,CENTRAL TERMOELECTRICA GUILLERMO BROWN,ARG0000042,524.0,Gas,TERMOELECTRICA GUILLERMO BROWN,Ministerio de Energía y Minería,14.702315148451088,-58.5438,-34.6268
102,CENTRAL TERMOELECTRICA MANUEL BELGRANO,ARG0000043,868.2,Gas,TERMOELECTRICA MANUEL BELGRANO SA (TMB),Ministerio de Energía y Minería,31.19461726311041,-65.0425,-24.6894
103,CENTRAL TERMOELECTRICA TIMBUES,ARG0000307,865.14,Gas,CENTRAL TERMOELECTRICA JOSE DE SAN MARTIN (TSM),Ministerio de Energía y Minería,2.464248400531237,-60.791,-32.5778
104,CH LOS CARACOLES,ARG0000296,121.4,Hydro,EPSE - ENERGIA PROVINCIAL SOCIEDAD DEL ESTADO,Ministerio de Energía y Minería,0.2151559823047817,-68.9814,-31.5192
105,CHILECITO,ARG0000185,5.0,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,211.1800641052158,-67.5069,-29.1578
106,CHIMBERA 1,ARG0000295,2.0,Solar,ENARSA,Ministerio de Energía y Minería,27.60044452590244,-68.5402,-31.9881
107,CIPOLLETTI,ARG0000267,5.78,Hydro,DPA RIO NEGRO,Ministerio de Energía y Minería,4.0372193772154725,-67.9427,-38.9121
108,COMANDANTE ANDRESITO,ARG0000221,2.372,Oil,EMSA,Ministerio de Energía y Minería,37.30954678904182,-54.0419,-25.6669
109,COMODORO RIVADAVIA,ARG0000072,141.02,Gas,CT PATAGONICAS SA,Ministerio de Energía y Minería,1.9516147620902011,-54.6278,-25.9913
110,COMODORO RIVADAVIA - ANTONIO MORAN,ARG0000067,16.56,Wind,COOPERATIVA,Ministerio de Energía y Minería,9.362581858632304,-67.4964,-45.8467
111,CORRIENTES,ARG0000117,1.4,Oil,DPEC,Ministerio de Energía y Minería,2.80427478585432,-58.8042,-27.4708
112,COSTANERA,ARG0000046,1982.2,Coal,ENDESA COSTANERA,Ministerio de Energía y Minería,5.72965452661732,-58.3393,-34.626
113,CRUZ DE PIEDRA,ARG0000197,17.94,Gas,CT MENDOZA SA,Ministerio de Energía y Minería,99.96535454564956,-68.7971,-33.0349
114,CRUZ DEL EJE,ARG0000087,5.052,Oil,EPEC,Ministerio de Energía y Minería,108.27077563501118,-64.7538,-30.7636
115,CT 13 DE JULIO,ARG0000110,26.0,Gas,GECOR  (GENERADORA CORDOBA SA),Ministerio de Energía y Minería,0.8404808660197416,-64.1537,-32.1613
116,CT ALEM,ARG0000217,15.0,Oil,AGGREKO ARGENTINA SRL,Ministerio de Energía y Minería,10.70403976368112,-65.2298,-43.0907
117,CT ALUMINE,ARG0000256,6.3,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,83.8025551688038,-70.5753,-38.8706
118,CT ARISTOBULO DEL VALLE,ARG0000229,15.0,Oil,SOENERGY ARGENTINA SA,Ministerio de Energía y Minería,27.55620750648695,-54.8625,-27.0922
119,CT ARRECIFES,ARG0000003,20.0,Oil,AGGREKO ARGENTINA SRL,Ministerio de Energía y Minería,41.358227144752654,-60.1297,-34.0414
120,CT AÑATUYA,ARG0000333,19.2,Oil,SULLAIR ARGENTINA SA,Ministerio de Energía y Minería,7.737197119291822,-62.8569,-28.4431
121,CT AÑATUYA II,ARG0000334,11.5,Oil,SULLAIR ARGENTINA SA,Ministerio de Energía y Minería,7.737197119291822,-62.8569,-28.4431
122,CT BARILOCHE,ARG0000273,20.0,Oil,SOENERGY ARGENTINA SA,Ministerio de Energía y Minería,1.479433344645618,-71.2633,-41.1497
123,CT BELL VILLE,ARG0000113,15.62,Oil,SULLAIR ARGENTINA SA,Ministerio de Energía y Minería,1.811992562044482,-62.6864,-32.6103
124,CT BRAGADO,ARG0000023,49.8,Gas,GENNEIA SA,Ministerio de Energía y Minería,6.484961935116528,-60.4311,-35.1364
125,CT CAPITAN SARMIENTO,ARG0000028,5.0,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,35.135132367257754,-59.7683,-34.1636
126,CT CATAMARCA,ARG0000054,19.2,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,110.93119795580552,-65.7647,-28.4706
127,CT CAVIAHUE,ARG0000257,5.0,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,41.66113031121526,-70.6136,-38.0528
128,CT CERES,ARG0000314,18.0,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,34.42307137242687,-61.9297,-29.8883
129,CT CHARATA,ARG0000065,19.4,Oil,SULLAIR ARGENTINA SA,Ministerio de Energía y Minería,158.62262431139297,-61.1939,-27.2369
130,CT CHILECITO,ARG0000189,10.0,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,211.15650899566228,-67.5072,-29.1581
131,CT CIPOLLETTI,ARG0000260,5.0,Oil,AGGREKO ARGENTINA SRL,Ministerio de Energía y Minería,3.971245179564191,-67.9414,-38.9133
132,CT COLON BUENOS AIRES,ARG0000039,15.3,Oil,SULLAIR ARGENTINA SA,Ministerio de Energía y Minería,38.477461364301554,-61.0769,-33.9222
133,CT CONCEPCION DEL URUGUAY,ARG0000147,41.78,Gas,GENNEIA SA,Ministerio de Energía y Minería,10.704497086103537,-58.2672,-32.4767
134,CT CORRIENTES,ARG0000114,20.0,Oil,AGGREKO ARGENTINA SRL,Ministerio de Energía y Minería,2.80427478585432,-58.8042,-27.4708
135,CT ECOENERGIA (PETROBRAS),ARG0000032,13.2,Coal,PETROBRAS ARGENTINA S.A.,Ministerio de Energía y Minería,12.849615158505928,-62.3961,-38.6871
136,CT ENSENADA DE BARRAGAN,ARG0000160,567.0,Gas,ENARSA,Ministerio de Energía y Minería,4.408113369835111,-57.9557,-34.8597
137,CT ESQUINA,ARG0000139,16.5,Oil,SOENERGY ARGENTINA SA,Ministerio de Energía y Minería,10.27554859700806,-59.5294,-30.055
138,CT FORMOSA II,ARG0000149,30.0,Oil,APR ENERGY SRL,Ministerio de Energía y Minería,8.759916217820466,-58.2094,-26.1764
139,CT GENERAL VILLEGAS,ARG0000004,23.49,Oil,AGGREKO ARGENTINA SRL,Ministerio de Energía y Minería,156.3598419665349,-62.9981,-35.0347
140,CT GOYA,ARG0000138,13.0,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,5.261490550699058,-59.2728,-29.1583
141,CT INDEPENDENCIA,ARG0000336,120.0,Gas,GENERACION INDEPENDENCIA SA,Ministerio de Energía y Minería,3.38655532178357,-65.2247,-26.8666
142,CT INGENIERO JUAREZ,ARG0000152,4.0,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,31.81377923729381,-61.8342,-23.9078
143,CT INTA CATAMARCA,ARG0000055,7.04,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,107.63808695426408,-65.7275,-28.4733
144,CT ISLA VERDE,ARG0000083,24.5,Oil,AGGREKO ARGENTINA SRL,Ministerio de Energía y Minería,23.45583384698341,-62.395,-33.2425
145,CT JUAN JOSE CASTELLI,ARG0000059,15.0,Oil,AGGREKO ARGENTINA SRL,Ministerio de Energía y Minería,55.07377424579716,-60.6204,-25.9564
146,CT JUNIN,ARG0000035,22.0,Oil,SOENERGY ARGENTINA SA,Ministerio de Energía y Minería,1.731801648148804,-60.9161,-34.5708
147,CT LA PLATA,ARG0000040,40.4,Oil,SULLAIR ARGENTINA SA,Ministerio de Energía y Minería,11.508862438932752,-58.016,-34.9344
148,CT LA RIOJA DELIVERY,ARG0000190,19.2,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,220.43480293968136,-66.8325,-29.3811
149,CT LA RIOJA SUR,ARG0000191,10.0,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,220.4891821077389,-66.8319,-29.3808
150,CT LAGUNA BLANCA,ARG0000153,7.0,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,11.786265850499673,-58.2597,-25.1286
151,CT LAS ARMAS,ARG0000024,10.4,Gas,GENNEIA SA,Ministerio de Energía y Minería,65.04724371354924,-57.8181,-37.0781
152,CT LAS ARMAS II,ARG0000025,23.37,Gas,GENNEIA SA,Ministerio de Energía y Minería,65.04724371354924,-57.8181,-37.0781
153,CT LAS PALMAS,ARG0000066,6.0,Oil,TURBODISEL SA,Ministerio de Energía y Minería,11.49944969262946,-58.6997,-27.0289
154,CT LIBERTADOR GENERAL SAN MARTIN,ARG0000170,15.0,Oil,SULLAIR ARGENTINA SA,Ministerio de Energía y Minería,108.18740243350192,-68.0869,-40.8421
155,CT LINCOLN,ARG0000036,15.002,Oil,SOENERGY ARGENTINA SA,Ministerio de Energía y Minería,41.47161126552744,-61.5206,-34.8578
156,CT LOBOS,ARG0000041,15.686,Oil,SULLAIR ARGENTINA SA,Ministerio de Energía y Minería,16.562926049999405,-59.0808,-35.1917
157,CT MAGDALENA,ARG0000005,25.0,Oil,APR ENERGY SRL,Ministerio de Energía y Minería,0.0,-57.4839,-35.1001
158,CT MATHEU,ARG0000163,41.0,Gas,GENNEIA SA,Ministerio de Energía y Minería,29.20315206151326,-58.8372,-34.3931
159,CT MEDANITOS (RINCON DE LOS SAUCES),ARG0000258,32.0,Oil,MEDANITO SA,Ministerio de Energía y Minería,1.8695531059658843,-68.9,-37.4102
160,CT MIRAMAR I,ARG0000022,20.0,Oil,ENERGYST RENTAL SOLUTIONS ARGENTINA SA,Ministerio de Energía y Minería,0.0,-57.8242,-38.2472
161,CT OLAVARRIA,ARG0000026,38.8,Gas,GENNEIA SA,Ministerio de Energía y Minería,113.2631298918497,-60.2361,-36.9439
162,CT ORAN,ARG0000286,15.0,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,6.158285495120986,-64.3069,-23.1258
163,CT PARANA,ARG0000148,40.0,Gas,GENNEIA SA,Ministerio de Energía y Minería,5.596678477988754,-60.4553,-31.7764
164,CT PARQUE INDUSTRIAL CATAMARCA,ARG0000056,15.0,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,117.7756825309545,-65.7997,-28.5339
165,CT PASO DE LA PATRIA,ARG0000141,7.2,Oil,TURBODISEL SA,Ministerio de Energía y Minería,1.6859089935166742,-58.5667,-27.3236
166,CT PEHUAJO,ARG0000037,22.4,Oil,SOENERGY ARGENTINA SA,Ministerio de Energía y Minería,120.84083320123864,-61.8758,-35.8336
167,CT PINAMAR,ARG0000027,21.0,Gas,GENNEIA SA,Ministerio de Energía y Minería,0.0,-56.8789,-37.0953
168,CT PIRANE,ARG0000154,16.25,Oil,SULLAIR ARGENTINA SA,Ministerio de Energía y Minería,46.38076870534736,-59.0756,-25.6786
169,CT PLUSPETROL NORTE,ARG0000337,246.0,Gas,GENERADORA ELÉCTRICA TUCUMÁN SA,Ministerio de Energía y Minería,9.48692213617631,-65.166,-26.9955
170,CT RAFAELA,ARG0000315,19.2,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,94.09763595681962,-61.5203,-31.2567
171,CT REALICO,ARG0000184,24.0,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,187.23492144951956,-64.2406,-35.055
172,CT ROCA,ARG0000262,130.0,Gas,CENTRAL TERMICA ROCA S.A.- ALBANESI S.A,Ministerio de Energía y Minería,38.11062234848206,-60.0106,-31.8919
173,CT SAENZ PEÑA  I,ARG0000062,20.0,Oil,APR ENERGY SRL,Ministerio de Energía y Minería,91.16245150569844,-60.4114,-26.8156
174,CT SAENZ PEÑA  II,ARG0000060,15.0,Oil,AGGREKO ARGENTINA SRL,Ministerio de Energía y Minería,91.20965637568295,-60.4125,-26.8153
175,CT SALTO,ARG0000038,22.5,Oil,SOENERGY ARGENTINA SA,Ministerio de Energía y Minería,45.917488199256965,-65.6055,-27.4597
176,CT SAN MARTIN NORTE III,ARG0000161,5.1,Oil,ENARSA,Ministerio de Energía y Minería,20.73853708568336,-58.6206,-34.5252
177,CT SAN MIGUEL DE TUCUMAN,ARG0000341,396.62,Gas,YPF ENERGIA ELECTRICA S.A.,Ministerio de Energía y Minería,9.48692213617631,-65.166,-26.9955
178,CT SAN MIGUEL NORTE III,ARG0000162,11.5,Oil,ENARSA,Ministerio de Energía y Minería,20.73853708568336,-58.6206,-34.5252
179,CT SANTA ROSA,ARG0000142,6.0,Oil,TURBODISEL SA,Ministerio de Energía y Minería,70.63401599550797,-58.0006,-28.2628
180,CT TARTAGAL,ARG0000288,10.0,Oil,SOENERGY ARGENTINA SA,Ministerio de Energía y Minería,58.13667452779663,-63.8056,-22.5406
181,CT TEREVINTOS,ARG0000057,8.0,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,110.91639057524212,-65.7878,-28.4289
182,CT TINOGASTA,ARG0000058,15.0,Oil,SULLAIR ARGENTINA SA,Ministerio de Energía y Minería,267.77491260581235,-67.5667,-28.0486
183,CT TUCUMAN,ARG0000342,438.0,Gas,YPF ENERGIA ELECTRICA S.A.,Ministerio de Energía y Minería,9.48692213617631,-65.166,-26.9955
184,CT VENADO TUERTO,ARG0000316,19.2,Oil,INDUSTRIAS JUAN F. SECCO,Ministerio de Energía y Minería,53.137169526347925,-61.9564,-33.7736
185,CT VIALE,ARG0000143,10.0,Oil,AGGREKO ARGENTINA SRL,Ministerio de Energía y Minería,38.11062234848206,-60.0106,-31.8919
186,CT VILLA ANGELA,ARG0000061,15.0,Oil,AGGREKO ARGENTINA SRL,Ministerio de Energía y Minería,149.85194977288188,-60.7094,-27.5808
