,Powerplant Name,gppd_idnr,Capacity (MW),Primary Fuel,Owner,Source,distance_to_water_km,Longitude,Latitude
17798,Olivone,WRI1004407,102.0,Hydro,,Swiss Federal Office of Energy,10.58806306601214,8.9436,46.5296
17799,Peccia (Sambuco),WRI1004417,54.0,Hydro,,Swiss Federal Office of Energy,14.175743537430025,8.6477,46.4076
17800,Perlen 1 (WTA HF),WRI1004419,1.0,Hydro,,Swiss Federal Office of Energy,52.10824433435566,8.362,47.1094
17801,Perlen 2 (WTA PF),WRI1004420,1.15,Hydro,,Swiss Federal Office of Energy,52.10824433435566,8.362,47.1094
17802,Pintrun,WRI1004425,6.48,Hydro,,Swiss Federal Office of Energy,4.067327217523542,8.8287,46.7395
17803,Piottino,WRI1004426,72.9,Hydro,,Swiss Federal Office of Energy,1.4633998811845217,8.8395,46.4426
17804,Plons,WRI1004432,4.5,Hydro,,Swiss Federal Office of Energy,4.389400021923824,9.4232,47.0456
17805,Pont de la Tine,WRI1004433,10.6,Hydro,,Swiss Federal Office of Energy,0.7495594393015355,7.3037,46.2253
17806,Ponte Brolla,WRI1004436,3.1,Hydro,,Swiss Federal Office of Energy,4.160769712132669,8.7491,46.1879
17807,Pradella,WRI1004437,300.0,Hydro,,Swiss Federal Office of Energy,1.3877880817871109,10.3327,46.805
17808,Pravizin 1 (Bruggwiti),WRI1004439,5.0,Hydro,,Swiss Federal Office of Energy,10.27481075375589,9.343,47.0906
17809,Realta,WRI1004450,26.0,Hydro,,Swiss Federal Office of Energy,13.839616597394064,9.3157,46.6826
17810,Reckingen,WRI1004451,39.5,Hydro,,Swiss Federal Office of Energy,0.5710246158730958,8.2416,46.4699
17811,Reichenau,WRI1004453,19.06,Hydro,,Swiss Federal Office of Energy,25.84161714670732,9.2,46.5333
17812,Rempen,WRI1004454,66.24,Hydro,,Swiss Federal Office of Energy,43.08358641116281,8.8974,47.1385
17813,Riddes,WRI1004459,258.0,Hydro,,Swiss Federal Office of Energy,1.798960040405185,7.2236,46.1728
17814,Risi,WRI1004461,4.5,Hydro,,Swiss Federal Office of Energy,31.51497391424084,9.0641,47.0998
17815,Ritom,WRI1004462,44.0,Hydro,,Swiss Federal Office of Energy,2.9619291294530226,8.6783,46.5136
17816,Safien Platz,WRI1004486,90.0,Hydro,,Swiss Federal Office of Energy,13.839616597394064,9.3157,46.6826
17817,Sahli (Glattalp),WRI1004489,9.3,Hydro,,Swiss Federal Office of Energy,20.23535915677281,8.8842,46.9157
17818,Sainte - Anne,WRI1004491,2.9,Hydro,,Swiss Federal Office of Energy,17.009604649812243,7.0861,46.5403
17819,Sassello,WRI1004495,20.8,Hydro,,Swiss Federal Office of Energy,6.068653852163937,9.1262,46.2351
17820,Schaffhausen,WRI1004498,28.9,Hydro,,Swiss Federal Office of Energy,0.3456588845559956,8.6349,47.6973
17821,Schlappin,WRI1004504,6.1,Hydro,,Swiss Federal Office of Energy,15.235496723470382,9.75,46.95
17822,Sedrun 1,WRI1004512,150.0,Hydro,,Swiss Federal Office of Energy,0.1338216185092393,8.7786,46.6816
17823,Sella,WRI1004515,1.93,Hydro,,Swiss Federal Office of Energy,1.4603735404093436,8.6088,46.5285
17824,Seujet,WRI1004519,8.7,Hydro,,Swiss Federal Office of Energy,0.1616228372284039,6.1355,46.2042
17825,Siebnen,WRI1004521,51.52,Hydro,,Swiss Federal Office of Energy,44.69936844312856,8.8978,47.1745
17826,Soazza,WRI1004531,83.0,Hydro,,Swiss Federal Office of Energy,18.181385337426097,9.2216,46.3659
17827,Spiez,WRI1004537,18.66,Hydro,,Swiss Federal Office of Energy,39.37019762013514,7.6911,46.6847
17828,Stalden (KWM),WRI1004546,185.0,Hydro,,Swiss Federal Office of Energy,8.953633077140596,7.8744,46.2403
17829,Stalden (Kloster),WRI1004545,1.27,Hydro,,Swiss Federal Office of Energy,8.953633077140596,7.8744,46.2403
17830,Stalvedro (AET),WRI1004547,14.0,Hydro,,Swiss Federal Office of Energy,2.9619291294530226,8.6783,46.5136
17831,Stampa,WRI1004549,5.0,Hydro,,Swiss Federal Office of Energy,14.887008600380351,8.9453,46.0156
17832,Stechelberg,WRI1004551,4.3,Hydro,,Swiss Federal Office of Energy,22.51940437306049,7.9015,46.5431
17833,Strick,WRI1004555,1.22,Hydro,,Swiss Federal Office of Energy,1.017284243596526,9.5027,47.2605
17834,Sublin 1,WRI1004557,10.61,Hydro,,Swiss Federal Office of Energy,1.714807371747872,7.0114,46.2521
17835,Tenero-Centrale di dotazione,WRI1004570,4.25,Hydro,,Swiss Federal Office of Energy,0.953163619981245,8.851,46.1814
17836,Thusis,WRI1004575,4.6,Hydro,,Swiss Federal Office of Energy,15.322727937213076,9.4394,46.6972
17837,Ticinetto,WRI1004576,2.9,Hydro,,Swiss Federal Office of Energy,2.4818690125390983,8.8431,46.4226
17838,Tinizong,WRI1004583,69.5,Hydro,,Swiss Federal Office of Energy,18.72507549812027,9.6173,46.5824
17839,Trempel,WRI1004590,1.8,Hydro,,Swiss Federal Office of Energy,24.435751099624664,9.1705,47.2476
17840,Turgi,WRI1004595,1.0,Hydro,,Swiss Federal Office of Energy,11.5932705853533,8.2541,47.492
17841,Turtmann,WRI1004597,23.9,Hydro,,Swiss Federal Office of Energy,2.9870936051156023,7.702,46.3015
17842,Unteraa (Lungerersee),WRI1004599,54.0,Hydro,,Swiss Federal Office of Energy,32.022746707383334,8.1806,46.8333
17843,Unteraa (Melchaa),WRI1004600,12.0,Hydro,,Swiss Federal Office of Energy,32.022746707383334,8.1806,46.8333
17844,Valeis,WRI1004610,1.2,Hydro,,Swiss Federal Office of Energy,4.030497929608712,9.4341,47.0326
17845,Verbano 1,WRI1004612,119.0,Hydro,,Swiss Federal Office of Energy,0.5931056429457195,8.7118,46.1201
17846,Verbois,WRI1004614,102.8,Hydro,,Swiss Federal Office of Energy,0.2905938335407859,6.0281,46.1927
17847,Vernayaz (CFF),WRI1004615,92.0,Hydro,,Swiss Federal Office of Energy,1.3477376360390736,7.0391,46.1367
17848,Vissoie,WRI1004620,50.0,Hydro,,Swiss Federal Office of Energy,10.247273977456942,7.5854,46.2163
17849,Wernisberg,WRI1004634,20.4,Hydro,,Swiss Federal Office of Energy,36.73341396663248,8.6454,47.011
17850,Wettingen,WRI1004635,25.35,Hydro,,Swiss Federal Office of Energy,12.5525053964077,8.3164,47.4705
17851,Wettingen-Dotierzentrale,WRI1004636,2.1,Hydro,,Swiss Federal Office of Energy,12.5525053964077,8.3164,47.4705
17852,Windisch,WRI1004642,1.59,Hydro,,Swiss Federal Office of Energy,13.82745110405254,8.2184,47.479
17853,Wolfenschiessen,WRI1004644,6.6,Hydro,,Swiss Federal Office of Energy,35.947156439094826,8.3942,46.9032
17854,Wynau,WRI1004648,12.0,Hydro,,Swiss Federal Office of Energy,33.30047318005938,7.8163,47.2557
17855,Zermeiggern,WRI1004650,74.0,Hydro,,Swiss Federal Office of Energy,26.359603908105885,7.9572,46.0824
17856,Zervreila,WRI1004651,22.0,Hydro,,Swiss Federal Office of Energy,18.805733697411227,9.1779,46.6128
17857,Al Nasryeh (Nasserieh) OCGT Power Plant Syria,GEODB0041668,384.0,Gas,,GEODB,78.777012140146,36.6828,33.8012
17858,Al Tayem OCGT Power Plant Syria,GEODB0041669,100.0,Gas,,GEODB,14.17961432642373,40.0672,35.2308
17859,Al-Zara Thermal Power Plant Syria,GEODB0041655,660.0,Oil,,GEODB,63.16847500302272,36.661,34.959
17860,Aleppo OCGT Power Plant Syria,GEODB0041671,30.0,Gas,,GEODB,51.71018412071565,37.4401,36.1743
17861,Aleppo Thermal Power Plant Syria,GEODB0041658,1065.0,Oil,,GEODB,52.01343741607427,37.437,36.1763
17862,Baath Hydroelectric Power Project Syria,GEODB0041661,75.0,Hydro,,GEODB,0.7187158756986629,38.7472,35.8853
17863,Banias (Baniyas) Refinery Thermal Power Plant,GEODB0041673,48.0,Oil,,GEODB,3.206464849340453,35.965,35.2132
17864,Banias Thermal Power Plant Syria,GEODB0041657,680.0,Oil,,GEODB,0.0,35.927,35.1715
17865,Dier Ali CCGT Power Plant Syria,GEODB0041662,750.0,Gas,,GEODB,55.46705271934098,36.3278,33.2698
17866,Homs Refinery Cogen Power Plant Syria,GEODB0041672,64.0,Oil,,GEODB,58.15550878033636,36.6326,34.7184
17867,Jandar CCGT Power Plant Syria,GEODB0041654,700.0,Gas,,GEODB,74.20140462042312,36.7834,34.4662
17868,Mehardeh Thermal Power Plant Syria,GEODB0041656,630.0,Oil,,GEODB,59.42956799516471,36.585,35.263
17869,Swedieh ( Suwaidiyah) OCGT Power Plant Syria,GEODB0041677,150.0,Gas,,GEODB,27.856559004558136,42.0698,37.0025
17870,Taqba (Al-Thawra) Hydroelectric Power Project Syria,GEODB0041660,800.0,Hydro,,GEODB,0.2028097024033872,38.5667,35.8722
17871,Teshreen (Tishrin) Hydroelectric Power Project Syria,GEODB0041659,630.0,Hydro,,GEODB,0.5266260919619691,38.1833,36.3814
17872,Teshreen (Tishrin) OCGT Power Project Syria,GEODB0041667,256.0,Gas,,GEODB,78.59491483011843,36.6889,33.4214
17873,Teshreen (Tishrin) Thermal Power Project Syria,GEODB0041666,400.0,Oil,,GEODB,78.42458670300118,36.6861,33.4186
17874,Zayzoun (Zayzun) CCGT Power Plant Syria,GEODB0041670,544.0,Gas,,GEODB,21.22515151009388,36.362,35.737
17875,Changbin,WRI1000390,96.0,Wind,,Bureau of Ministry  Energy  and Economic Affairs,0.0,121.4566,23.3167
17876,Changhua power station,WRI1075557,271.0,Coal,Formosa Chemicals & Fibers,GCPT,12.130264592223616,120.5608,24.0929
17877,Chiahui,WRI1000372,670.0,Gas,,Bureau of Ministry  Energy  and Economic Affairs,32.37702785148742,120.4352,23.5072
17878,Chinshan,WRI1000378,1272.0,Nuclear,,IAEA,0.0,121.5874,25.2861
17879,Chuying,WRI1000435,2.0,Hydro,,Bureau of Ministry  Energy  and Economic Affairs,30.461221383669557,120.535,22.8554
17880,Daguan Erchang,WRI1000441,1000.0,Hydro,,Bureau of Ministry  Energy  and Economic Affairs,52.80449643651033,120.8701,23.8542
17881,Dah-Tarn,WRI1000370,4380.0,Gas,,Bureau of Ministry  Energy  and Economic Affairs,0.0,121.048,25.027
17882,Datan,WRI1000391,14.0,Wind,,Bureau of Ministry  Energy  and Economic Affairs,3.943068163982164,121.3603,23.3979
17883,Datan wind,WRI1000447,15.1,Wind,,Bureau of Ministry  Energy  and Economic Affairs,3.943068163982164,121.3603,23.3979
17884,Ho-Ping power station,WRI1075558,1296.0,Coal,Ho-Ping Power Co,GCPT,0.0,121.7635,24.3078
17885,Houli,WRI1000423,1.0,Hydro,,Bureau of Ministry  Energy  and Economic Affairs,14.72473857244981,120.7214,24.3108
17886,Hsiehho,WRI1000368,2000.0,Oil,,Bureau of Ministry  Energy  and Economic Affairs,0.0,121.7398,25.1572
17887,Hsinkang SK power station,WRI1075559,361.0,Coal,Formosa Chemicals & Fibers,GCPT,26.315772617785164,120.3749,23.5186
17888,Hsinta (coal),WRI1000367,2200.0,Coal,,Bureau of Ministry  Energy  and Economic Affairs,0.0,120.1972,22.8558
17889,Hsinta (gas),WRI1000366,2410.0,Gas,,Bureau of Ministry  Energy  and Economic Affairs,0.0,120.1991,22.8519
17890,Jenwu Plant,WRI1075560,362.0,Coal,Formosa Plastics Corp,GCPT,3.892146311957137,120.335,22.7016
17891,Kuosheng,WRI1000379,2040.0,Nuclear,,IAEA,0.0,121.6629,25.2025
17892,Linkou,WRI1000373,300.0,Gas,,Bureau of Ministry  Energy  and Economic Affairs,0.0,121.299,25.1195
17893,Linkou Wind,WRI1000444,6.0,Wind,,Bureau of Ministry  Energy  and Economic Affairs,32.75957126445364,120.4883,23.1363
17894,Maanshan,WRI1000380,1902.0,Nuclear,,IAEA,0.0,120.7501,21.9589
17895,Mailao,WRI1000362,4200.0,Coal,,Bureau of Ministry  Energy  and Economic Affairs,0.0,120.1902,23.8033
17896,Miaoli,WRI1000396,50.0,Wind,,Bureau of Ministry  Energy  and Economic Affairs,1.0135376586685494,120.7874,24.614
17897,Ming-Hu,WRI1000382,1000.0,Hydro,,Bureau of Ministry  Energy  and Economic Affairs,52.829553282935215,120.8705,23.8544
17898,Ming-Tan,WRI1000384,1602.0,Hydro,,Bureau of Ministry  Energy  and Economic Affairs,53.56368983450229,120.8678,23.8364
17899,Nanpu (NG),WRI1000377,800.0,Gas,,Bureau of Ministry  Energy  and Economic Affairs,0.0,120.2995,22.601
17900,Penghu,WRI1000397,10.0,Wind,,Bureau of Ministry  Energy  and Economic Affairs,15.798992344457153,120.8124,24.4408
17901,Shimen Wind,WRI1000445,3.96,Wind,,Bureau of Ministry  Energy  and Economic Affairs,19.49595062053629,121.1911,24.7572
17902,Shuili,WRI1000412,13.0,Hydro,,Bureau of Ministry  Energy  and Economic Affairs,53.65512696528517,120.8539,23.8117
17903,Shuilian,WRI1000431,9.5,Hydro,,Bureau of Ministry  Energy  and Economic Affairs,6.630148440094735,121.5097,23.8693
17904,Star Buck,WRI1000371,490.0,Gas,,Bureau of Ministry  Energy  and Economic Affairs,0.0,120.4116,24.0783
17905,Tachiachi,WRI1000389,180.0,Hydro,,Bureau of Ministry  Energy  and Economic Affairs,46.09828517226579,121.0071,24.2033
17906,Taichung,WRI1000365,288.0,Gas,,Bureau of Ministry  Energy  and Economic Affairs,0.0,120.485,24.2131
17907,Taizhong Taichung,WRI1000364,5500.0,Coal,,Bureau of Ministry  Energy  and Economic Affairs,0.0,120.485,24.2131
17908,Talin,WRI1000363,550.0,Gas,,Bureau of Ministry  Energy  and Economic Affairs,0.0,120.3368,22.5353
17909,Tunghsiao,WRI1000374,1785.0,Gas,,Bureau of Ministry  Energy  and Economic Affairs,0.3432482040783537,120.6694,24.4905
17910,Yuanshan,WRI1000414,18.0,Hydro,,Bureau of Ministry  Energy  and Economic Affairs,0.0,120.9964,24.8858
17911,Baipaza,WRI1000351,600.0,Hydro,Barki Tojik,Energy Charter Secretariat,84.07273998256908,69.1237,38.2674
17912,Dushanbe,WRI1000360,430.0,Oil,Barki Tojik,Energy Charter Secretariat,87.34747932986568,68.7726,38.6106
17913,Golovnaya,WRI1000352,210.0,Hydro,Barki Tojik,Energy Charter Secretariat,60.43874702982335,68.937,37.8839
17914,Kairakkum,WRI1000353,126.0,Hydro,Barki Tojik,Energy Charter Secretariat,0.510530762913552,69.815,40.2759
17915,Khorog,WRI1000358,10.0,Hydro,Pamir Energy (PPP set up by AKFED and IFC),Energy Charter Secretariat,3.713959860523064,71.553,37.4897
17916,Nurek,WRI1000349,3015.0,Hydro,Barki Tojik,Energy Charter Secretariat,85.91733509524776,69.3481,38.3717
17917,Sangtuda 1,WRI1000350,700.0,Hydro,IPP,Energy Charter Secretariat,65.1674378854612,69.0583,38.0435
17918,Varzob 1,WRI1000359,11.0,Hydro,Barki Tojik,Energy Charter Secretariat,90.0723751673316,68.7785,38.586
17919,Varzob 2,WRI1000356,14.4,Hydro,Barki Tojik,Energy Charter Secretariat,87.14821205072363,68.7767,38.6122
17920,Yavan,WRI1000361,180.0,Oil,Barki Tojik,Energy Charter Secretariat,94.70868463720566,68.932,38.296
17921,Hale,WRI1019866,21.0,Hydro,Tanzania Electric Supply Company,Tanzania Electric Supply Company,3.092488655618725,38.6041,-5.2981
17922,IPTL Tanzania,WRI1019877,100.0,Oil,IPPs,Ministry of Energy and Minerals,0.0,39.1873,-6.6741
17923,Kidatu,WRI1019867,204.0,Hydro,Tanzania Electric Supply Company,Tanzania Electric Supply Company,0.3020110144597811,36.8837,-7.6354
17924,Kihansi,WRI1019868,180.0,Hydro,Tanzania Electric Supply Company,Tanzania Electric Supply Company,119.47047585128942,35.8513,-8.575
17925,Mtera,WRI1019869,80.0,Hydro,Tanzania Electric Supply Company,Tanzania Electric Supply Company,0.5304182686598387,35.9838,-7.1363
17926,Mtwara,WRI1019876,18.0,Gas,Tanzania Electric Supply Company,Tanzania Electric Supply Company,8.780058413265373,40.041,-10.26
17927,Nyakato,WRI1019875,63.0,Gas,Tanzania Electric Supply Company,Tanzania Electric Supply Company,8.185133928299388,32.9662,-2.524
17928,Nyumba ya Mungu,WRI1019870,8.0,Hydro,Tanzania Electric Supply Company,Tanzania Electric Supply Company,0.087173675951818,37.4679,-3.8213
17929,Pangani Falls,WRI1019871,68.0,Hydro,Tanzania Electric Supply Company,Tanzania Electric Supply Company,2.9004743043387893,38.6503,-5.3491
17930,Tegeta,WRI1019873,45.0,Gas,Tanzania Electric Supply Company,Tanzania Electric Supply Company,0.0,39.1843,-6.6741
17931,Ubungo Gas (Songas),WRI1019872,207.5,Gas,Tanzania Electric Supply Company,Tanzania Electric Supply Company,7.3484764740443875,39.2086,-6.7945
17932,Akekamai-Ramintra Solar Power Plant,WRI1026239,1.0,Solar,Thai Solar Energy Public Company Limited (TSE),Thai Solar Energy Public Company Limited (TSE),15.534777848663904,100.6798,13.8283
17933,Amata B Grimm,WRI1019486,733.0,Gas,,B Grimm,5.64829620762258,101.0272,13.4191
17934,Ang Thong Solar Power Plant,WRI1026223,1.2,Solar,Bangkok Solar Power Company Limited (BSP),Bangkok Solar Power,2.5722185302383243,100.4761,14.5894
17935,B Grimm BIP,WRI1019488,230.0,Gas,,B Grimm,0.9243553466470206,100.5649,13.9745
17936,BLCP Power,WRI1019458,1346.0,Coal,EGCO,EGCO,0.9814616383761792,101.1605,12.6448
17937,Bamnet Narong - BSE Solar Power Plant,WRI1026224,16.0,Solar,Bangchak Solar Energy Company Limited (BSE),Bangchak Solar Energy Company Limited (BSE),35.51303921795459,101.6985,15.4211
17938,Bamnet Narong - BSP Solar Power Plant,WRI1026225,22.5,Solar,Siam Solar Generation Company Limited,Bangkok Solar Power,27.58683350833156,101.7882,15.445
17939,Ban Kluai Solar Power Plant,WRI1026226,7.4,Solar,Gunkul Chubu Powergen Company Limited,Gunkul Chubu Powergen Company Limited,38.11167650791259,100.7428,16.0488
17940,Bang Ban Solar Power Plant,WRI1026227,7.0,Solar,Bangkok Solar Power Company Limited (BSP),Bangkok Solar Power,3.340675416956972,100.481,14.4418
17941,Bang Bo,WRI1019483,350.0,Gas,Eastern Power and Electric Company,Alstom,8.278364504726662,100.8416,13.492
17942,Bang Lang,WRI1000179,72.0,Hydro,Electric Generating Authority of Thailand,EGAT,39.956805786421526,101.273,6.1555
17943,Bang Pakong,WRI1000161,4384.0,Gas,Electric Generating Authority of Thailand,EGAT,10.646841423246489,101.0253,13.501
17944,Bang Sai Solar Power Plant,WRI1026228,1.7,Solar,Bangkok Solar Power Company Limited (BSP),Bangkok Solar Power,15.18053851466344,100.3025,14.3215
17945,Bangchak Solar Power Plant,WRI1026229,16.0,Solar,Bangchak Solar Energy Company Limited (BSE),Bangchak Solar Energy Company Limited (BSE),4.161925669102116,100.5528,14.1691
17946,Bhumibol,WRI1000172,744.0,Hydro,Electric Generating Authority of Thailand,EGAT,0.5233114053663,98.9723,17.2426
17947,Bowin Clean Energy,WRI1019490,132.0,Gas,,B Grimm,19.842287473859223,101.0859,13.0505
17948,Buri Ram 1 Solar Power Plant,WRI1026231,7.4,Solar,Solar Power (Bureerum 1) Company Limited,SPCG Public Company Limited,46.91092623822068,102.6147,14.6592
17949,Buri Ram 2 Solar Power Plant,WRI1026232,7.4,Solar,Solar Power (Bureerum 2) Company Limited,SPCG Public Company Limited,30.963924430731197,102.4787,14.6996
17950,Buri Ram 3 Solar Power Plant,WRI1026233,7.4,Solar,Solar Power (Bureerum 3) Company Limited,SPCG Public Company Limited,61.7400734218488,103.0633,14.7615
17951,CUP-1,WRI1019463,228.0,Gas,GPSC,GPSC,6.926154893510034,101.1258,12.7014
17952,CUP-2,WRI1019464,114.0,Gas,GPSC,GPSC,12.355470629706309,101.1637,12.7547
17953,Chachoengsao Solar Power Plant,WRI1026234,1.3,Solar,Bangkok Solar Power Company Limited (BSP),Bangkok Solar Power,17.199305154645128,101.003,13.5758
17954,Chana,WRI1000167,1531.0,Gas,Electric Generating Authority of Thailand,Power and Technology Magazine,16.914894119013578,100.7076,6.9553
17955,Chiang Rai Solar Power Plant,WRI1026235,9.5,Solar,Chiangrai Solar Company Limited,Sonnedix,13.42750052367198,100.0202,20.1684
17956,Chongdan Solar Power Plant,WRI1026237,8.0,Solar,SSE-PV1 Project,Thai Solar Energy Public Company Limited (TSE),26.26613677143706,99.4692,14.3552
17957,Chulabhorn,WRI1000176,40.0,Hydro,Electric Generating Authority of Thailand,EGAT,28.41892316166092,101.65,16.5362
17958,Chumphon Solar Power Plant,WRI1026240,1.0,Solar,Thai Solar Energy Public Company Limited (TSE),Thai Solar Energy Public Company Limited (TSE),22.483297431963177,99.1452,10.5032
17959,Dong Khon Solar Power Plant,WRI1026238,7.6,Solar,G-Power Source Co Ltd,EGCO,8.057051963220164,100.1426,14.9286
17960,EGCO Cogen,WRI1019467,112.0,Gas,EGCO,EGCO,3.3920957649322405,100.5727,14.0977
17961,GSPP 11,WRI1019462,272.0,Gas,GLOW Group,Glow Group,26.573705659046592,101.1361,13.0013
17962,Gheco One power station,WRI1019478,660.0,Coal,GLOW Group,Glow Group,4.468725076980336,101.1356,12.6779
17963,Glow Demin,WRI1019461,124.0,Gas,GLOW Group,Glow Group,6.497195072086012,101.1191,12.6971
17964,Glow Energy Phase 2 Power Plant,WRI1019479,258.0,Gas,GLOW Group,Glow Group,6.112733972605337,101.1452,12.694
17965,Glow Energy Phase 5 Power Plant,WRI1019460,412.0,Gas,GLOW Group,Glow Group,4.468725076980336,101.1356,12.6779
17966,Glow Energy power complex,WRI1019457,526.0,Coal,GLOW Group,Glow Group,4.468725076980336,101.1356,12.6779
17967,Glow IPP,WRI1019459,713.0,Gas,GLOW Group,Glow Group,19.753549330030097,101.0857,13.0536
17968,Hat Yai Solar Power Plant,WRI1026241,1.0,Solar,Thai Solar Energy Public Company Limited (TSE),Thai Solar Energy Public Company Limited (TSE),32.680217233515464,100.4802,6.9828
17969,Huay Bong,WRI1000158,207.0,Wind,Ratchaburi Electric Generating Company,Ratchaburi Electric Generating Company,72.3691845991355,101.4514,15.1771
17970,Huay Kachao Solar Power Plant,WRI1026250,5.0,Solar,Thai Solar Energy 1 (TSE1),Thai Solar Energy Public Company Limited (TSE),36.16698910317373,99.7088,14.3333
17971,Kaeng Khoi 2,WRI1019482,1468.0,Gas,EGCO,EGCO,64.2924883870501,101.0259,14.605
17972,Khan Rai - BSP Solar Power Plant,WRI1026251,4.5,Solar,Bangkok Solar Power Company Limited (BSP),Bangkok Solar Power,9.679593537347024,105.3653,15.1976
17973,Khanom,WRI1019468,748.0,Gas,EGCO,EGCO,0.0,99.8593,9.2357
17974,Khao Yai Solar Power Plant,WRI1026242,1.0,Solar,Thai Solar Energy Public Company Limited (TSE),Thai Solar Energy Public Company Limited (TSE),80.03426245795076,101.3946,14.6593
17975,Khao Yao Solar Power Plant,WRI1026252,10.0,Solar,Bangkok Solar Power Company Limited (BSP),Bangkok Solar Power,27.284263765159093,99.7788,13.2753
17976,Khok Thai Solar Power Plant,WRI1026253,12.7,Solar,Ch. Karnchang Public Company Limited,CH Karnchang,15.224691283276522,102.0694,14.7635
17977,Khon Kaen 1 Solar Power Plant,WRI1026254,6.1,Solar,Solar Power (Khon Kaen 1) Company Limited,SPCG Public Company Limited,10.895189047012062,102.7942,16.5117
17978,Khon Kaen 10 Solar Power Plant,WRI1026255,7.4,Solar,Solar Power (Khon Kaen 10) Company Limited,SPCG Public Company Limited,30.098531311582956,102.2753,16.5293
17979,Khon Kaen 2 Solar Power Plant,WRI1026256,7.4,Solar,Solar Power (Khon Kaen 2) Company Limited,SPCG Public Company Limited,9.662933715426504,102.8352,16.8286
17980,Khon Kaen 3 Solar Power Plant,WRI1026257,7.4,Solar,Solar Power (Khon Kaen 3) Company Limited,SPCG Public Company Limited,3.5234148336130544,102.8063,16.7595
17981,Khon Kaen 4 Solar Power Plant,WRI1026258,7.4,Solar,Solar Power (Khon Kaen 4) Company Limited,SPCG Public Company Limited,36.52846652112724,102.1118,16.6063
17982,Khon Kaen 5 Solar Power Plant,WRI1026259,7.4,Solar,Solar Power (Khon Kaen 5) Company Limited,SPCG Public Company Limited,2.048873985970237,102.7906,16.2873
17983,Khon Kaen 6 Solar Power Plant,WRI1026260,7.4,Solar,Solar Power (Khon Kaen 6) Company Limited,SPCG Public Company Limited,10.92547205125679,102.507,16.4802
17984,Khon Kaen 7 Solar Power Plant,WRI1026261,7.4,Solar,Solar Power (Khon Kaen 7) Company Limited,SPCG Public Company Limited,25.726528533828613,102.3242,16.4999
17985,Khon Kaen 8 Solar Power Plant,WRI1026262,7.4,Solar,Solar Power (Khon Kaen 8) Company Limited,SPCG Public Company Limited,12.02550120651207,102.7499,16.114
17986,Khon Kaen 9 Solar Power Plant,WRI1026263,7.4,Solar,Solar Power (Khon Kaen 9) Company Limited,SPCG Public Company Limited,48.38356801819309,102.0029,16.5783
17987,Khon Kaen Sugar Power Plant Co  Ltd. (Project ),WRI1019450,20.0,Biomass,,EGAT,1.3863772788722868,102.8557,16.7023
17988,Khonburi Sugar Public Company Limited,WRI1019456,22.0,Biomass,,EGAT,7.994647490125528,102.2459,14.5254
17989,Korat 1 Solar Power Plant,WRI1026264,6.1,Solar,Solar Power (Korat 1) Company Limited,SPCG Public Company Limited,3.4310290229323805,102.345,15.191
17990,Korat 2 Solar Power Plant,WRI1026265,6.1,Solar,Solar Power (Korat 2) Company Limited,SPCG Public Company Limited,3.786816175741022,102.3426,15.1945
17991,Korat 3 Solar Power Plant,WRI1026266,6.1,Solar,Solar Power (Korat 3) Company Limited,SPCG Public Company Limited,25.894642696410006,102.5591,15.6043
17992,Korat 4 Solar Power Plant,WRI1026267,6.1,Solar,Solar Power (Korat 4) Company Limited,SPCG Public Company Limited,5.30242439392559,102.1619,14.8181
17993,Korat 5 Solar Power Plant,WRI1026268,7.4,Solar,Solar Power (Korat 5) Company Limited,SPCG Public Company Limited,23.53210529908846,102.5163,15.554
17994,Korat 6 Solar Power Plant,WRI1026269,7.4,Solar,Solar Power (Korat 6) Company Limited,SPCG Public Company Limited,17.59472136571203,102.495,14.9991
17995,Korat 7 Solar Power Plant,WRI1026270,6.1,Solar,Solar Power (Korat 7) Company Limited,SPCG Public Company Limited,43.53900216616761,101.8871,15.1082
17996,Korat 8 Solar Power Plant,WRI1026271,7.4,Solar,Solar Power (Korat 8) Company Limited,SPCG Public Company Limited,23.282623711529013,102.5198,15.5538
17997,Korat 9 Solar Power Plant,WRI1026272,7.4,Solar,Solar Power (Korat 9) Company Limited,SPCG Public Company Limited,45.51372265987265,101.8093,14.8742
17998,Krabi,WRI1000163,340.0,Gas,Electric Generating Authority of Thailand,EGAT,11.245260041088835,99.0482,7.9934
17999,Kui Buri Solar Power Plant,WRI1026273,10.0,Solar,Bangkok Solar Power Company Limited (BSP),Bangkok Solar Power,9.907412582529838,99.829,12.0473
18000,Laem Chabang,WRI1019487,159.0,Gas,,B Grimm,0.0,100.8943,13.0913
18001,Lam Ta Khong,WRI1000170,1000.0,Hydro,Electric Generating Authority of Thailand,EGAT,71.85192363740586,101.5453,14.8073
18002,Lam Ta Khong,WRI1000171,3.0,Wind,Electric Generating Authority of Thailand,EGAT,70.30136945497212,101.5579,14.8007
18003,Lampang Solar Power Plant,WRI1026274,90.0,Solar,EA Solar Lampang Company Limited,Energy Absolute,54.63214979032886,99.4215,18.3931
18004,Lan Krabue,WRI1000168,150.0,Gas,Electric Generating Authority of Thailand,EGAT,36.59016907552155,99.8533,16.63
18005,Loei 1 Solar Power Plant,WRI1026275,6.1,Solar,Solar Power (Loei 1) Company Limited,SPCG Public Company Limited,63.21198578994128,101.8491,17.304
